,traffic_volume,holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time
198,6798,,272.65,0.0,0.0,1,Clear,sky is clear,11-10-2012 07:00
199,6304,,272.52,0.0,0.0,1,Clear,sky is clear,11-10-2012 08:00
200,5291,,275.19,0.0,0.0,20,Clouds,few clouds,11-10-2012 09:00
201,4638,,275.34,0.0,0.0,1,Clear,sky is clear,11-10-2012 10:00
202,5557,,284.1,0.0,0.0,50,Clear,sky is clear,11-10-2012 14:00
203,5818,,284.1,0.0,0.0,50,Clear,sky is clear,11-10-2012 15:00
204,6272,,283.78,0.0,0.0,75,Clouds,broken clouds,11-10-2012 16:00
205,5944,,283.52,0.0,0.0,75,Clouds,broken clouds,11-10-2012 17:00
206,4949,,283.32,0.0,0.0,90,Clouds,overcast clouds,11-10-2012 18:00
207,3511,,282.06,0.0,0.0,90,Clouds,overcast clouds,11-10-2012 19:00
208,3039,,281.95,0.0,0.0,90,Clouds,overcast clouds,11-10-2012 20:00
209,2679,,281.81,0.0,0.0,90,Clouds,overcast clouds,11-10-2012 21:00
210,2094,,282.16,0.0,0.0,90,Clouds,overcast clouds,11-10-2012 22:00
211,1284,,282.53,0.0,0.0,90,Clouds,overcast clouds,11-10-2012 23:00
212,630,,283.91,0.0,0.0,90,Clouds,overcast clouds,12-10-2012 00:00
213,410,,284.64,0.0,0.0,90,Clouds,overcast clouds,12-10-2012 01:00
214,331,,284.61,0.0,0.0,90,Clouds,overcast clouds,12-10-2012 02:00
215,372,,283.18,0.0,0.0,72,Drizzle,light intensity drizzle,12-10-2012 03:00
216,2561,,280.77,0.0,0.0,72,Drizzle,light intensity drizzle,12-10-2012 05:00
217,5586,,278.53,0.0,0.0,75,Clouds,broken clouds,12-10-2012 06:00
218,6992,,277.64,0.0,0.0,75,Clouds,broken clouds,12-10-2012 07:00
219,5860,,277.9,0.0,0.0,90,Clouds,overcast clouds,12-10-2012 08:00
220,5230,,278.18,0.0,0.0,90,Clouds,overcast clouds,12-10-2012 09:00
221,4864,,279.29,0.0,0.0,75,Clouds,broken clouds,12-10-2012 10:00
222,5146,,280.45,0.0,0.0,75,Clouds,broken clouds,12-10-2012 11:00
223,5526,,280.95,0.0,0.0,40,Clouds,scattered clouds,12-10-2012 12:00
224,5383,,281.74,0.0,0.0,40,Clouds,scattered clouds,12-10-2012 13:00
225,5758,,281.84,0.0,0.0,75,Clouds,broken clouds,12-10-2012 14:00
226,5889,,282.45,0.0,0.0,75,Clouds,broken clouds,12-10-2012 15:00
227,6057,,282.2,0.0,0.0,75,Clouds,broken clouds,12-10-2012 16:00
228,6028,,281.54,0.0,0.0,40,Clouds,scattered clouds,12-10-2012 17:00
229,5257,,280.21,0.0,0.0,20,Clouds,few clouds,12-10-2012 18:00
230,1897,,282.2,0.0,0.0,56,Clear,sky is clear,12-10-2012 23:00
231,1335,,272.58,0.0,0.0,1,Clear,sky is clear,13-10-2012 00:00
232,769,,272.06,0.0,0.0,1,Clear,sky is clear,13-10-2012 01:00
233,570,,270.99,0.0,0.0,1,Clear,sky is clear,13-10-2012 02:00
234,413,,270.29,0.0,0.0,20,Clouds,few clouds,13-10-2012 03:00
235,399,,269.48,0.0,0.0,1,Clear,sky is clear,13-10-2012 04:00
236,740,,269.27,0.0,0.0,1,Clear,sky is clear,13-10-2012 05:00
237,1420,,268.91,0.0,0.0,1,Clear,sky is clear,13-10-2012 06:00
238,2220,,268.98,0.0,0.0,75,Clouds,broken clouds,13-10-2012 07:00
239,3479,,269.23,0.0,0.0,40,Clouds,scattered clouds,13-10-2012 08:00
240,4546,,272.61,0.0,0.0,40,Clouds,scattered clouds,13-10-2012 09:00
241,4579,,276.78,0.0,0.0,20,Clouds,few clouds,13-10-2012 10:00
242,4438,,279.22,0.0,0.0,1,Clear,sky is clear,13-10-2012 11:00
243,4623,,280.35,0.0,0.0,1,Clear,sky is clear,13-10-2012 12:00
244,4440,,281.81,0.0,0.0,1,Clear,sky is clear,13-10-2012 13:00
245,4495,,283.05,0.0,0.0,1,Clear,sky is clear,13-10-2012 14:00
246,4483,,283.96,0.0,0.0,1,Clear,sky is clear,13-10-2012 15:00
247,4591,,284.53,0.0,0.0,1,Clear,sky is clear,13-10-2012 16:00
248,4477,,284.44,0.0,0.0,1,Clear,sky is clear,13-10-2012 17:00
249,4221,,283.64,0.0,0.0,1,Clear,sky is clear,13-10-2012 18:00
250,3672,,281.85,0.0,0.0,20,Clouds,few clouds,13-10-2012 19:00
251,3015,,281.38,0.0,0.0,1,Clear,sky is clear,13-10-2012 20:00
252,2769,,281.84,0.0,0.0,75,Clouds,broken clouds,13-10-2012 21:00
253,2875,,282.23,0.0,0.0,90,Clouds,overcast clouds,13-10-2012 22:00
254,1931,,282.18,0.0,0.0,90,Clouds,overcast clouds,13-10-2012 23:00
255,1309,,282.49,0.0,0.0,90,Clouds,overcast clouds,14-10-2012 00:00
256,870,,282.54,0.0,0.0,90,Clouds,overcast clouds,14-10-2012 01:00
257,654,,282.58,0.0,0.0,90,Clouds,overcast clouds,14-10-2012 02:00
258,364,,282.23,0.0,0.0,90,Clouds,overcast clouds,14-10-2012 03:00
259,262,,282.08,0.0,0.0,90,Clouds,overcast clouds,14-10-2012 04:00
260,505,,282.23,0.0,0.0,90,Clouds,overcast clouds,14-10-2012 05:00
261,861,,282.24,0.0,0.0,90,Clouds,overcast clouds,14-10-2012 06:00
262,1132,,282.24,0.0,0.0,90,Clouds,overcast clouds,14-10-2012 07:00
263,1797,,282.24,0.0,0.0,57,Mist,mist,14-10-2012 08:00
264,2685,,282.43,0.0,0.0,57,Drizzle,light intensity drizzle,14-10-2012 09:00
267,3370,,282.33,0.0,0.0,57,Drizzle,light intensity drizzle,14-10-2012 10:00
269,3662,,282.82,0.0,0.0,57,Drizzle,light intensity drizzle,14-10-2012 11:00
272,4076,,283.33,0.0,0.0,57,Drizzle,light intensity drizzle,14-10-2012 12:00
274,4128,,283.75,0.0,0.0,93,Drizzle,light intensity drizzle,14-10-2012 13:00
276,4358,,284.09,0.0,0.0,93,Drizzle,light intensity drizzle,14-10-2012 14:00
277,4342,,284.55,0.0,0.0,93,Mist,mist,14-10-2012 15:00
278,4234,,284.68,0.0,0.0,93,Mist,mist,14-10-2012 16:00
279,4271,,284.64,0.0,0.0,93,Mist,mist,14-10-2012 17:00
280,4080,,284.4,0.0,0.0,93,Mist,mist,14-10-2012 18:00
281,3453,,284.17,0.0,0.0,93,Mist,mist,14-10-2012 19:00
282,2718,,284.03,0.0,0.0,93,Mist,mist,14-10-2012 20:00
283,2439,,283.58,0.0,0.0,93,Mist,mist,14-10-2012 21:00
284,1819,,283.04,0.0,0.0,93,Mist,mist,14-10-2012 22:00
286,1002,,281.95,0.0,0.0,93,Fog,fog,14-10-2012 23:00
288,542,,281.61,0.0,0.0,93,Fog,fog,15-10-2012 00:00
289,303,,281.57,0.0,0.0,85,Fog,fog,15-10-2012 01:00
290,239,,281.42,0.0,0.0,85,Fog,fog,15-10-2012 02:00
292,335,,281.29,0.0,0.0,85,Fog,fog,15-10-2012 03:00
294,810,,281.02,0.0,0.0,85,Fog,fog,15-10-2012 04:00
296,2606,,280.82,0.0,0.0,85,Fog,fog,15-10-2012 05:00
297,5714,,280.39,0.0,0.0,85,Mist,mist,15-10-2012 06:00
298,6798,,280.19,0.0,0.0,100,Mist,mist,15-10-2012 07:00
299,6114,,279.82,0.0,0.0,100,Mist,mist,15-10-2012 08:00
300,5094,,279.75,0.0,0.0,100,Mist,mist,15-10-2012 09:00
301,4473,,280.07,0.0,0.0,100,Mist,mist,15-10-2012 10:00
302,4529,,280.32,0.0,0.0,90,Clouds,overcast clouds,15-10-2012 11:00
303,4823,,281.72,0.0,0.0,100,Clear,sky is clear,15-10-2012 12:00
304,4872,,284.01,0.0,0.0,40,Clouds,scattered clouds,15-10-2012 13:00
305,5238,,285.88,0.0,0.0,1,Clear,sky is clear,15-10-2012 14:00
306,5584,,286.87,0.0,0.0,1,Clear,sky is clear,15-10-2012 15:00
307,6246,,287.6,0.0,0.0,20,Clouds,few clouds,15-10-2012 16:00
308,5957,,287.27,0.0,0.0,20,Clouds,few clouds,15-10-2012 17:00
309,4535,,286.18,0.0,0.0,20,Clouds,few clouds,15-10-2012 18:00
310,3234,,285.2,0.0,0.0,75,Clouds,broken clouds,15-10-2012 19:00
311,2677,,284.68,0.0,0.0,75,Clouds,broken clouds,15-10-2012 20:00
312,2077,,284.49,0.0,0.0,90,Clouds,overcast clouds,15-10-2012 21:00
313,1380,,283.54,0.0,0.0,20,Clouds,few clouds,15-10-2012 22:00
314,927,,282.33,0.0,0.0,75,Clouds,broken clouds,15-10-2012 23:00
315,500,,281.21,0.0,0.0,20,Clouds,few clouds,16-10-2012 00:00
316,324,,279.87,0.0,0.0,1,Clear,sky is clear,16-10-2012 01:00
317,257,,278.93,0.0,0.0,1,Clear,sky is clear,16-10-2012 02:00
318,354,,277.91,0.0,0.0,1,Clear,sky is clear,16-10-2012 03:00
319,769,,277.21,0.0,0.0,1,Clear,sky is clear,16-10-2012 04:00
320,2769,,276.61,0.0,0.0,1,Clear,sky is clear,16-10-2012 05:00
321,5789,,276.11,0.0,0.0,1,Clear,sky is clear,16-10-2012 06:00
322,7055,,274.81,0.0,0.0,20,Clouds,few clouds,16-10-2012 07:00
323,6408,,274.99,0.0,0.0,20,Clouds,few clouds,16-10-2012 08:00
324,5254,,277.91,0.0,0.0,20,Clouds,few clouds,16-10-2012 09:00
325,4547,,280.71,0.0,0.0,20,Clouds,few clouds,16-10-2012 10:00
326,4784,,283.85,0.0,0.0,20,Clouds,few clouds,16-10-2012 11:00
327,5015,,286.01,0.0,0.0,40,Clouds,scattered clouds,16-10-2012 12:00
328,5057,,286.31,0.0,0.0,1,Clear,sky is clear,16-10-2012 13:00
329,5430,,288.15,0.0,0.0,75,Clouds,broken clouds,16-10-2012 14:00
330,5813,,289.15,0.0,0.0,75,Clouds,broken clouds,16-10-2012 15:00
331,6496,,288.99,0.0,0.0,75,Clouds,broken clouds,16-10-2012 16:00
332,6429,,288.86,0.0,0.0,75,Clouds,broken clouds,16-10-2012 17:00
333,5142,,288.16,0.0,0.0,90,Clouds,overcast clouds,16-10-2012 18:00
334,2777,,287.04,0.0,0.0,90,Clouds,overcast clouds,16-10-2012 20:00
335,2331,,286.9,0.0,0.0,90,Clouds,overcast clouds,16-10-2012 21:00
336,1767,,287.09,0.0,0.0,90,Clouds,overcast clouds,16-10-2012 22:00
337,1093,,287.09,0.0,0.0,90,Clouds,overcast clouds,16-10-2012 23:00
338,554,,286.89,0.0,0.0,75,Clouds,broken clouds,17-10-2012 00:00
339,333,,286.93,0.0,0.0,75,Clouds,broken clouds,17-10-2012 01:00
340,267,,286.93,0.0,0.0,90,Clouds,overcast clouds,17-10-2012 02:00
341,358,,287.07,0.0,0.0,90,Clouds,overcast clouds,17-10-2012 03:00
342,777,,286.56,0.0,0.0,75,Clouds,broken clouds,17-10-2012 04:00
343,2732,,285.91,0.0,0.0,90,Clouds,overcast clouds,17-10-2012 05:00
344,5637,,285.29,0.0,0.0,90,Clouds,overcast clouds,17-10-2012 06:00
345,5564,,284.92,0.0,0.0,75,Clouds,broken clouds,17-10-2012 07:00
